pt,a,b,c,d,ROR,ROR_lower,ROR_upper,PRR,PRR_chi2,IC,IC025,signal
Herpes virus infection,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Hydrocephalus,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Hypertensive encephalopathy,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Hyperthermia,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Hypoperfusion,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Incision site haemorrhage,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Injection site abscess,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Irritability,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Ischaemic cerebral infarction,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Liquid product physical issue,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Macular ischaemia,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Mental impairment,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Mood altered,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Myocardial stunning,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Myoclonic epilepsy,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Neonatal respiratory failure,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Neurogenic shock,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Neurological procedural complication,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Normocytic anaemia,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
PO2 decreased,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Pancreatitis necrotising,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Poor quality product administered,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Product contamination,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Product name confusion,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Product sterility lacking,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Product substitution issue,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Quadriplegia,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Resuscitation,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Screaming,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Sensation of foreign body,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Septic shock,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Sinusitis,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Soft tissue necrosis,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Spherocytic anaemia,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Spinal disorder,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Spondylitis,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Stupor,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Superior vena cava syndrome,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Tethered cord syndrome,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Therapy cessation,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Thirst,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Thoracic outlet syndrome,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Throat irritation,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Traumatic lumbar puncture,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Unwanted awareness during anaesthesia,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Uterine atony,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Uterine hypertonus,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Ventricular hypokinesia,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Vitreous haemorrhage,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Wound abscess,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Wrong drug,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Wrong product stored,0,3,2127,6093,0.47743300423131163,0.023904518430319443,9.53553087437326,0.47755581668625147,0.013314466497488296,-0.49106732053851626,-3.6526452006051446,False
Aggression,1,6,2126,6090,0.4774223894637818,0.05744247315799822,3.968007041311903,0.4776680771039022,0.07195669129640417,-0.6233381489970161,-3.152660432262108,False
Emotional distress,1,6,2126,6090,0.4774223894637818,0.05744247315799822,3.968007041311903,0.4776680771039022,0.07195669129640417,-0.6233381489970161,-3.152660432262108,False
Extrapyramidal disorder,1,6,2126,6090,0.4774223894637818,0.05744247315799822,3.968007041311903,0.4776680771039022,0.07195669129640417,-0.6233381489970161,-3.152660432262108,False
Neck pain,1,6,2126,6090,0.4774223894637818,0.05744247315799822,3.968007041311903,0.4776680771039022,0.07195669129640417,-0.6233381489970161,-3.152660432262108,False
Spinal cord compression,1,6,2126,6090,0.4774223894637818,0.05744247315799822,3.968007041311903,0.4776680771039022,0.07195669129640417,-0.6233381489970161,-3.152660432262108,False
Muscle spasms,2,12,2125,6084,0.47717647058823526,0.10670810901454499,2.1338339343264754,0.4776680771039022,0.469146515503157,-0.7211735228133762,-2.6578175203503154,False
Product label issue,2,12,2125,6084,0.47717647058823526,0.10670810901454499,2.1338339343264754,0.4776680771039022,0.469146515503157,-0.7211735228133762,-2.6578175203503154,False
Skin discolouration,2,12,2125,6084,0.47717647058823526,0.10670810901454499,2.1338339343264754,0.4776680771039022,0.469146515503157,-0.7211735228133762,-2.6578175203503154,False
Somnolence,6,38,2121,6058,0.45097893247971416,0.19037166671952113,1.068341739320851,0.4525276519931705,2.83914278583978,-0.8701747267452984,-2.0578797608314483,False
Intentional overdose,2,13,2125,6083,0.4403981900452489,0.09929878938444689,1.953201715725142,0.44092437886514046,0.6632688753799448,-0.8089931614103929,-2.7364302193842427,False
Staphylococcal infection,2,13,2125,6083,0.4403981900452489,0.09929878938444689,1.953201715725142,0.44092437886514046,0.6632688753799448,-0.8089931614103929,-2.7364302193842427,False
Pulseless electrical activity,3,20,2124,6076,0.4290960451977401,0.12737846054839289,1.4454831312268046,0.429901269393512,1.3640071585133293,-0.8817851039753066,-2.5021549391803037,False
Device dislocation,1,7,2126,6089,0.4091519956995027,0.050308644411688926,3.3275664161205305,0.4094297803747733,0.21149024616357734,-0.7764228297153616,-3.2808283682819113,False
Dysphagia,1,7,2126,6089,0.4091519956995027,0.050308644411688926,3.3275664161205305,0.4094297803747733,0.21149024616357734,-0.7764228297153616,-3.2808283682819113,False
Hypothermia,1,7,2126,6089,0.4091519956995027,0.050308644411688926,3.3275664161205305,0.4094297803747733,0.21149024616357734,-0.7764228297153616,-3.2808283682819113,False
Limb discomfort,1,7,2126,6089,0.4091519956995027,0.050308644411688926,3.3275664161205305,0.4094297803747733,0.21149024616357734,-0.7764228297153616,-3.2808283682819113,False
Maternal drugs affecting foetus,1,7,2126,6089,0.4091519956995027,0.050308644411688926,3.3275664161205305,0.4094297803747733,0.21149024616357734,-0.7764228297153616,-3.2808283682819113,False
Occupational exposure to product,1,7,2126,6089,0.4091519956995027,0.050308644411688926,3.3275664161205305,0.4094297803747733,0.21149024616357734,-0.7764228297153616,-3.2808283682819113,False
Skin reaction,1,7,2126,6089,0.4091519956995027,0.050308644411688926,3.3275664161205305,0.4094297803747733,0.21149024616357734,-0.7764228297153616,-3.2808283682819113,False
Therapeutic product effect increased,1,7,2126,6089,0.4091519956995027,0.050308644411688926,3.3275664161205305,0.4094297803747733,0.21149024616357734,-0.7764228297153616,-3.2808283682819113,False
Neuralgia,2,14,2125,6082,0.408873949579832,0.09284794689703764,1.8005557713667104,0.4094297803747733,0.8768771302255731,-0.8917724007378018,-2.811082052111657,False
Therapeutic product effect delayed,5,35,2122,6061,0.40803823885822,0.15965230995459226,1.0428612302438451,0.4094297803747733,3.077359509576201,-0.979737874414837,-2.2650580138035887,False
Drug hypersensitivity,6,44,2121,6052,0.3890960524623891,0.16557315733867423,0.9143736851749432,0.3908193358122836,4.342960631327915,-1.047295266324793,-2.2259788781930747,False
Apnoea,3,23,2124,6073,0.372942765905183,0.11186191803493954,1.2433749490828967,0.37382719077696697,2.0930795058696168,-1.045699122953479,-2.6541393482869737,False
Adverse drug reaction,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Allodynia,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Arteriospasm coronary,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Baseline foetal heart rate variability disorder,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Brain oedema,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Cardiac failure acute,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Cholestasis,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Chromaturia,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Device failure,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Device related infection,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Drug abuse,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Dural arteriovenous fistula,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Electrocardiogram ST segment depression,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Electrocardiogram T wave amplitude increased,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Epidural lipomatosis,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Epilepsy,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Extradural haematoma,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Foetal acidosis,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Foetal distress syndrome,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Hiccups,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Injection site vesicles,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Intracranial hypotension,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Live birth,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Lung infiltration,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Muscle disorder,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Myocardial ischaemia,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Myositis,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Neurogenic bladder,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Neuroleptic malignant syndrome,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Peripartum cardiomyopathy,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Pneumorrhachis,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Posterior reversible encephalopathy syndrome,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Product dispensing error,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Respiratory rate decreased,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Spinal cord haemorrhage,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Spinal epidural haematoma,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Staphylococcus test positive,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Streptococcal infection,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Uterine haemorrhage,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Vasospasm,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Visual acuity reduced,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Weight increased,0,4,2127,6092,0.35801598495533615,0.01891893474572824,6.774982165022824,0.3581668625146886,0.03125640656874955,-0.7348236900685802,-3.832530154189259,False
Altered state of consciousness,1,8,2126,6088,0.3579492003762935,0.044741919601613354,2.863704355800769,0.35825105782792666,0.3976706303227601,-0.9148106857813701,-3.399368607542942,False
Drug effect prolonged,1,8,2126,6088,0.3579492003762935,0.044741919601613354,2.863704355800769,0.35825105782792666,0.3976706303227601,-0.9148106857813701,-3.399368607542942,False
Injection site swelling,1,8,2126,6088,0.3579492003762935,0.044741919601613354,2.863704355800769,0.35825105782792666,0.3976706303227601,-0.9148106857813701,-3.399368607542942,False
Metabolic acidosis,1,8,2126,6088,0.3579492003762935,0.044741919601613354,2.863704355800769,0.35825105782792666,0.3976706303227601,-0.9148106857813701,-3.399368607542942,False
Post procedural drainage,1,8,2126,6088,0.3579492003762935,0.044741919601613354,2.863704355800769,0.35825105782792666,0.3976706303227601,-0.9148106857813701,-3.399368607542942,False
Shock,1,8,2126,6088,0.3579492003762935,0.044741919601613354,2.863704355800769,0.35825105782792666,0.3976706303227601,-0.9148106857813701,-3.399368607542942,False
Arthritis bacterial,1,9,2126,6087,0.31812480401379745,0.04027908732319696,2.5125542224124184,0.3184453847359348,0.6165293236082923,-1.0410780976051643,-3.509452015824965,False
Depression,1,9,2126,6087,0.31812480401379745,0.04027908732319696,2.5125542224124184,0.3184453847359348,0.6165293236082923,-1.0410780976051643,-3.509452015824965,False
Disorientation,1,9,2126,6087,0.31812480401379745,0.04027908732319696,2.5125542224124184,0.3184453847359348,0.6165293236082923,-1.0410780976051643,-3.509452015824965,False
Incision site pain,1,9,2126,6087,0.31812480401379745,0.04027908732319696,2.5125542224124184,0.3184453847359348,0.6165293236082923,-1.0410780976051643,-3.509452015824965,False
Spinal cord infarction,1,9,2126,6087,0.31812480401379745,0.04027908732319696,2.5125542224124184,0.3184453847359348,0.6165293236082923,-1.0410780976051643,-3.509452015824965,False
Drug interaction,2,19,2125,6077,0.3010278637770898,0.0700575865158384,1.2934755431478007,0.30168510132878035,2.140204090937558,-1.2465805652510054,-3.1363036812174085,False
Amaurosis,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Anger,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Anterograde amnesia,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Arachnoid web,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Blood glucose increased,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Chondrolysis,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Deafness neurosensory,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Dizziness postural,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Extradural abscess,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Haemolytic anaemia,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Hypokalaemia,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Incorrect drug administration rate,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Neurological symptom,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Photophobia,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Product lot number issue,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Purtscher retinopathy,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Respiratory rate increased,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Sinus node dysfunction,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Spinal shock,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Toxic anterior segment syndrome,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Unevaluable event,0,5,2127,6091,0.28636577338975083,0.015637956030906904,5.243994548074854,0.2865334900117509,0.16967195418415199,-0.9432866434136022,-3.9976702312985077,False
Convulsion,1,10,2126,6086,0.2862652869238006,0.03662242147186029,2.2376405274165845,0.28660084626234134,0.8591772790372878,-1.1571782389390706,-3.612102291080797,False
Decreased appetite,1,10,2126,6086,0.2862652869238006,0.03662242147186029,2.2376405274165845,0.28660084626234134,0.8591772790372878,-1.1571782389390706,-3.612102291080797,False
Injection site infection,1,10,2126,6086,0.2862652869238006,0.03662242147186029,2.2376405274165845,0.28660084626234134,0.8591772790372878,-1.1571782389390706,-3.612102291080797,False
Subdural haematoma,1,10,2126,6086,0.2862652869238006,0.03662242147186029,2.2376405274165845,0.28660084626234134,0.8591772790372878,-1.1571782389390706,-3.612102291080797,False
Paraplegia,2,20,2125,6076,0.2859294117647059,0.06677514784089607,1.224342156559629,0.28660084626234134,2.4195808968235575,-1.3081567094211772,-3.1935014249046287,False
Methaemoglobinaemia,1,11,2126,6085,0.2601984093047122,0.03357211376046642,2.0166502677715803,0.26054622387485576,1.1196884756564582,-1.264627163648545,-3.7081961180998704,False
Speech disorder,1,11,2126,6085,0.2601984093047122,0.03357211376046642,2.0166502677715803,0.26054622387485576,1.1196884756564582,-1.264627163648545,-3.7081961180998704,False
Anorectal disorder,0,6,2127,6090,0.23859896567936062,0.013320710255696356,4.273756078352944,0.23877790834312573,0.3729971390868039,-1.1253956441011097,-4.148454230887791,False
Bezold-Jarisch reflex,0,6,2127,6090,0.23859896567936062,0.013320710255696356,4.273756078352944,0.23877790834312573,0.3729971390868039,-1.1253956441011097,-4.148454230887791,False
Bloody discharge,0,6,2127,6090,0.23859896567936062,0.013320710255696356,4.273756078352944,0.23877790834312573,0.3729971390868039,-1.1253956441011097,-4.148454230887791,False
Bundle branch block left,0,6,2127,6090,0.23859896567936062,0.013320710255696356,4.273756078352944,0.23877790834312573,0.3729971390868039,-1.1253956441011097,-4.148454230887791,False
Distributive shock,0,6,2127,6090,0.23859896567936062,0.013320710255696356,4.273756078352944,0.23877790834312573,0.3729971390868039,-1.1253956441011097,-4.148454230887791,False
Electrocardiogram T wave peaked,0,6,2127,6090,0.23859896567936062,0.013320710255696356,4.273756078352944,0.23877790834312573,0.3729971390868039,-1.1253956441011097,-4.148454230887791,False
