pt,a,b,c,d,ROR,ROR_lower,ROR_upper,PRR,PRR_chi2,IC,IC025,signal
Harlequin syndrome,1,4,2126,1123,0.1320555032925682,0.01474174392811143,1.1829438928591922,0.13246356370474846,2.7665985314896,-1.3289456529150834,-3.932922054440036,False
Hypovolaemia,1,4,2126,1123,0.1320555032925682,0.01474174392811143,1.1829438928591922,0.13246356370474846,2.7665985314896,-1.3289456529150834,-3.932922054440036,False
Methaemoglobinaemia,1,4,2126,1123,0.1320555032925682,0.01474174392811143,1.1829438928591922,0.13246356370474846,2.7665985314896,-1.3289456529150834,-3.932922054440036,False
Nystagmus,1,4,2126,1123,0.1320555032925682,0.01474174392811143,1.1829438928591922,0.13246356370474846,2.7665985314896,-1.3289456529150834,-3.932922054440036,False
Respiratory acidosis,1,4,2126,1123,0.1320555032925682,0.01474174392811143,1.1829438928591922,0.13246356370474846,2.7665985314896,-1.3289456529150834,-3.932922054440036,False
Shock,1,4,2126,1123,0.1320555032925682,0.01474174392811143,1.1829438928591922,0.13246356370474846,2.7665985314896,-1.3289456529150834,-3.932922054440036,False
Toxicity to various agents,15,60,2112,1067,0.12630208333333334,0.07138618146065359,0.22346364419467885,0.1324635637047485,67.75296576745653,-1.6758677216596136,-2.462093267028954,False
Ventricular fibrillation,4,17,2123,1110,0.12302236014518855,0.04129495464977456,0.3664975836406469,0.12467158936917502,18.02346328192741,-1.6606140654845105,-3.1252394643216794,False
Anaesthetic complication,5,22,2122,1105,0.11834889898037872,0.04469530770811201,0.31337656250939666,0.12042142154977133,24.347870684296417,-1.7223658679357836,-3.0418067628364165,False
Drug interaction,2,9,2125,1118,0.11691503267973856,0.025217411350442653,0.5420510724335071,0.11774538995977643,8.863584865411712,-1.6210981667474622,-3.5934038166354623,False
Diplegia,1,5,2126,1122,0.10555032925682031,0.012315980895273283,0.9045866586638587,0.10597085096379877,4.326348764090202,-1.5597176749718775,-4.120388430830693,False
Disorientation,1,5,2126,1122,0.10555032925682031,0.012315980895273283,0.9045866586638587,0.10597085096379877,4.326348764090202,-1.5597176749718775,-4.120388430830693,False
Dysphagia,1,5,2126,1122,0.10555032925682031,0.012315980895273283,0.9045866586638587,0.10597085096379877,4.326348764090202,-1.5597176749718775,-4.120388430830693,False
Eyelid ptosis,1,5,2126,1122,0.10555032925682031,0.012315980895273283,0.9045866586638587,0.10597085096379877,4.326348764090202,-1.5597176749718775,-4.120388430830693,False
Miosis,1,5,2126,1122,0.10555032925682031,0.012315980895273283,0.9045866586638587,0.10597085096379877,4.326348764090202,-1.5597176749718775,-4.120388430830693,False
Neuromuscular block prolonged,1,5,2126,1122,0.10555032925682031,0.012315980895273283,0.9045866586638587,0.10597085096379877,4.326348764090202,-1.5597176749718775,-4.120388430830693,False
Stridor,1,5,2126,1122,0.10555032925682031,0.012315980895273283,0.9045866586638587,0.10597085096379877,4.326348764090202,-1.5597176749718775,-4.120388430830693,False
Monoplegia,2,10,2125,1117,0.10512941176470589,0.02299451167323486,0.4806448327779714,0.10597085096379877,10.550695788030792,-1.7387910839795118,-3.6969449875209364,False
Generalised tonic-clonic seizure,7,36,2120,1091,0.1000655136268344,0.044385008491755744,0.22559660024086875,0.10302721621480437,44.207165400826085,-1.9314184498192601,-3.0477987853803006,False
Allodynia,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Amylase increased,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Anterior spinal artery syndrome,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Blindness,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Brain stem syndrome,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Cerebrospinal fluid leakage,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Conduction disorder,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Cyanosis,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Denervation atrophy,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Dermatitis,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Device placement issue,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Distributive shock,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Epidural haemorrhage,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Facial paresis,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Fixed eruption,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
"Hallucination, visual",0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Hypovolaemic shock,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Incorrect dose administered by device,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Laryngeal dyspnoea,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Laryngospasm,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Lipase increased,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Muscle contractions involuntary,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Myelitis transverse,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Neuroleptic malignant syndrome,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Pupils unequal,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Tachyarrhythmia,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Thrombocytopenia,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Type I hypersensitivity,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Unmasking of previously unidentified disease,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Wrong technique in drug usage process,0,3,2127,1124,0.0880739695972418,0.004407710032580207,1.7598762312581242,0.08828828828828829,2.096025313341335,-1.479223247181576,-4.640097020104754,False
Hyperkalaemia,1,6,2126,1121,0.0878802132329884,0.010566587896225048,0.7308822823150468,0.08830904246983232,5.981917338104025,-1.758615666782493,-4.287057593094522,False
Myoclonus,1,6,2126,1121,0.0878802132329884,0.010566587896225048,0.7308822823150468,0.08830904246983232,5.981917338104025,-1.758615666782493,-4.287057593094522,False
Status epilepticus,1,6,2126,1121,0.0878802132329884,0.010566587896225048,0.7308822823150468,0.08830904246983232,5.981917338104025,-1.758615666782493,-4.287057593094522,False
Altered state of consciousness,1,7,2126,1120,0.07525870178739416,0.00924750786690477,0.612475520566351,0.07569346497414199,7.6978102485204225,-1.9333853778727397,-4.436901797574028,False
Cardiotoxicity,1,7,2126,1120,0.07525870178739416,0.00924750786690477,0.612475520566351,0.07569346497414199,7.6978102485204225,-1.9333853778727397,-4.436901797574028,False
Diplopia,1,7,2126,1120,0.07525870178739416,0.00924750786690477,0.612475520566351,0.07569346497414199,7.6978102485204225,-1.9333853778727397,-4.436901797574028,False
Speech disorder,1,7,2126,1120,0.07525870178739416,0.00924750786690477,0.612475520566351,0.07569346497414199,7.6978102485204225,-1.9333853778727397,-4.436901797574028,False
Aphonia,0,4,2127,1123,0.06599670897978373,0.003485864492042682,1.249493663940433,0.06621621621621622,3.706175583275583,-1.7831197192504598,-4.880107554951796,False
Arachnoiditis,0,4,2127,1123,0.06599670897978373,0.003485864492042682,1.249493663940433,0.06621621621621622,3.706175583275583,-1.7831197192504598,-4.880107554951796,False
Drug effect delayed,0,4,2127,1123,0.06599670897978373,0.003485864492042682,1.249493663940433,0.06621621621621622,3.706175583275583,-1.7831197192504598,-4.880107554951796,False
Dysaesthesia,0,4,2127,1123,0.06599670897978373,0.003485864492042682,1.249493663940433,0.06621621621621622,3.706175583275583,-1.7831197192504598,-4.880107554951796,False
Ejection fraction decreased,0,4,2127,1123,0.06599670897978373,0.003485864492042682,1.249493663940433,0.06621621621621622,3.706175583275583,-1.7831197192504598,-4.880107554951796,False
Neurological symptom,0,4,2127,1123,0.06599670897978373,0.003485864492042682,1.249493663940433,0.06621621621621622,3.706175583275583,-1.7831197192504598,-4.880107554951796,False
Postictal state,0,4,2127,1123,0.06599670897978373,0.003485864492042682,1.249493663940433,0.06621621621621622,3.706175583275583,-1.7831197192504598,-4.880107554951796,False
Product temperature excursion issue,0,4,2127,1123,0.06599670897978373,0.003485864492042682,1.249493663940433,0.06621621621621622,3.706175583275583,-1.7831197192504598,-4.880107554951796,False
Spinal anaesthesia,0,4,2127,1123,0.06599670897978373,0.003485864492042682,1.249493663940433,0.06621621621621622,3.706175583275583,-1.7831197192504598,-4.880107554951796,False
Tonic clonic movements,0,4,2127,1123,0.06599670897978373,0.003485864492042682,1.249493663940433,0.06621621621621622,3.706175583275583,-1.7831197192504598,-4.880107554951796,False
Wrong dose,0,4,2127,1123,0.06599670897978373,0.003485864492042682,1.249493663940433,0.06621621621621622,3.706175583275583,-1.7831197192504598,-4.880107554951796,False
Asthma,1,8,2126,1119,0.0657925682031985,0.008218215062751135,0.5267155942890913,0.06623178185237423,9.454309083445485,-2.089252559338326,-4.572914257053885,False
Condition aggravated,1,8,2126,1119,0.0657925682031985,0.008218215062751135,0.5267155942890913,0.06623178185237423,9.454309083445485,-2.089252559338326,-4.572914257053885,False
Metabolic acidosis,1,8,2126,1119,0.0657925682031985,0.008218215062751135,0.5267155942890913,0.06623178185237423,9.454309083445485,-2.089252559338326,-4.572914257053885,False
Sinus tachycardia,1,8,2126,1119,0.0657925682031985,0.008218215062751135,0.5267155942890913,0.06623178185237423,9.454309083445485,-2.089252559338326,-4.572914257053885,False
Neurotoxicity,3,24,2124,1103,0.06491290018832392,0.019503502731064826,0.2160475822708412,0.06623178185237424,33.02433210076317,-2.3744425645154768,-3.978080740683684,False
Anaphylactic reaction,4,35,2123,1092,0.0587847385774847,0.020838977604363543,0.16582605707583414,0.06055477197931358,50.51834669473626,-2.5301054028013237,-3.935685523197205,False
Areflexia,0,5,2127,1122,0.05275035260930888,0.002879225352012216,0.9664403998324536,0.05297297297297297,5.419480664939707,-2.034006608174589,-5.087661372316678,False
Encephalopathy,0,5,2127,1122,0.05275035260930888,0.002879225352012216,0.9664403998324536,0.05297297297297297,5.419480664939707,-2.034006608174589,-5.087661372316678,False
Epilepsy,0,5,2127,1122,0.05275035260930888,0.002879225352012216,0.9664403998324536,0.05297297297297297,5.419480664939707,-2.034006608174589,-5.087661372316678,False
Face oedema,0,5,2127,1122,0.05275035260930888,0.002879225352012216,0.9664403998324536,0.05297297297297297,5.419480664939707,-2.034006608174589,-5.087661372316678,False
Foetal exposure during pregnancy,0,5,2127,1122,0.05275035260930888,0.002879225352012216,0.9664403998324536,0.05297297297297297,5.419480664939707,-2.034006608174589,-5.087661372316678,False
Hemiparesis,0,5,2127,1122,0.05275035260930888,0.002879225352012216,0.9664403998324536,0.05297297297297297,5.419480664939707,-2.034006608174589,-5.087661372316678,False
Meningitis aseptic,0,5,2127,1122,0.05275035260930888,0.002879225352012216,0.9664403998324536,0.05297297297297297,5.419480664939707,-2.034006608174589,-5.087661372316678,False
Post lumbar puncture syndrome,0,5,2127,1122,0.05275035260930888,0.002879225352012216,0.9664403998324536,0.05297297297297297,5.419480664939707,-2.034006608174589,-5.087661372316678,False
Salivary hypersecretion,0,5,2127,1122,0.05275035260930888,0.002879225352012216,0.9664403998324536,0.05297297297297297,5.419480664939707,-2.034006608174589,-5.087661372316678,False
Stress cardiomyopathy,0,5,2127,1122,0.05275035260930888,0.002879225352012216,0.9664403998324536,0.05297297297297297,5.419480664939707,-2.034006608174589,-5.087661372316678,False
Maternal exposure during delivery,4,40,2123,1087,0.05120113047574188,0.01827132236079655,0.14347925728784838,0.052985425481899384,59.89874069284225,-2.7009777134565565,-4.098443667972674,False
Anaphylactic shock,3,32,2124,1095,0.04833156779661017,0.014766753296853155,0.1581891698682419,0.049673836389280676,47.90600513013947,-2.739724457092696,-4.3228015067463765,False
Circulatory collapse,1,11,2126,1116,0.047720858633370396,0.006152962485738306,0.37011120317806806,0.04816856861990853,14.868854484967589,-2.4757566781457183,-4.918414369528097,False
Amaurosis,0,6,2127,1121,0.043919448362325655,0.002450785458034069,0.7870611187640628,0.044144144144144144,7.18886886785044,-2.247659179946878,-5.269981389072122,False
Arteriospasm coronary,0,6,2127,1121,0.043919448362325655,0.002450785458034069,0.7870611187640628,0.044144144144144144,7.18886886785044,-2.247659179946878,-5.269981389072122,False
Clonus,0,6,2127,1121,0.043919448362325655,0.002450785458034069,0.7870611187640628,0.044144144144144144,7.18886886785044,-2.247659179946878,-5.269981389072122,False
Posterior reversible encephalopathy syndrome,0,6,2127,1121,0.043919448362325655,0.002450785458034069,0.7870611187640628,0.044144144144144144,7.18886886785044,-2.247659179946878,-5.269981389072122,False
Radiculopathy,0,6,2127,1121,0.043919448362325655,0.002450785458034069,0.7870611187640628,0.044144144144144144,7.18886886785044,-2.247659179946878,-5.269981389072122,False
Drug effect decreased,1,12,2126,1115,0.04370492317340859,0.005675400663488776,0.33656131484809754,0.04415452123491616,16.704359212545214,-2.5845683486687383,-5.017507755092407,False
