pt,a,b,c,d,ROR,ROR_lower,ROR_upper,PRR,PRR_chi2,IC,IC025,signal
Memory impairment,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Muscle necrosis,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Muscle tightness,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Musculoskeletal disorder,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Negative pressure pulmonary oedema,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Osteonecrosis,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Pallor,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Peripheral nerve palsy,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Product container issue,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Radial nerve palsy,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Rash maculo-papular,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Rhabdomyolysis,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Sedation,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Spinal cord infarction,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Subdural haematoma,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Supraventricular extrasystoles,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Swollen tongue,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Therapeutic product effect incomplete,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Therapeutic product effect increased,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Tongue disorder,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Urinary incontinence,1,1,2126,1126,0.5296331138287864,0.033095083518671235,8.475918639266173,0.5298542548189938,0.08205039794536871,-0.26888473876824803,-3.1886841260631105,False
Aphasia,2,2,2125,1125,0.5294117647058824,0.07447285355546822,3.7634762632029823,0.5298542548189938,0.014527820122770579,-0.3171318377943711,-2.5468280764157902,False
Brachial plexopathy,2,2,2125,1125,0.5294117647058824,0.07447285355546822,3.7634762632029823,0.5298542548189938,0.014527820122770579,-0.3171318377943711,-2.5468280764157902,False
Grand mal convulsion,2,2,2125,1125,0.5294117647058824,0.07447285355546822,3.7634762632029823,0.5298542548189938,0.014527820122770579,-0.3171318377943711,-2.5468280764157902,False
Monoparesis,2,2,2125,1125,0.5294117647058824,0.07447285355546822,3.7634762632029823,0.5298542548189938,0.014527820122770579,-0.3171318377943711,-2.5468280764157902,False
Muscle twitching,2,2,2125,1125,0.5294117647058824,0.07447285355546822,3.7634762632029823,0.5298542548189938,0.014527820122770579,-0.3171318377943711,-2.5468280764157902,False
Nerve block,2,2,2125,1125,0.5294117647058824,0.07447285355546822,3.7634762632029823,0.5298542548189938,0.014527820122770579,-0.3171318377943711,-2.5468280764157902,False
Pneumonia aspiration,2,2,2125,1125,0.5294117647058824,0.07447285355546822,3.7634762632029823,0.5298542548189938,0.014527820122770579,-0.3171318377943711,-2.5468280764157902,False
Pulmonary oedema,2,2,2125,1125,0.5294117647058824,0.07447285355546822,3.7634762632029823,0.5298542548189938,0.014527820122770579,-0.3171318377943711,-2.5468280764157902,False
Sensorimotor disorder,2,2,2125,1125,0.5294117647058824,0.07447285355546822,3.7634762632029823,0.5298542548189938,0.014527820122770579,-0.3171318377943711,-2.5468280764157902,False
Therapeutic response decreased,2,2,2125,1125,0.5294117647058824,0.07447285355546822,3.7634762632029823,0.5298542548189938,0.014527820122770579,-0.3171318377943711,-2.5468280764157902,False
Cough,3,3,2124,1124,0.5291902071563088,0.10663188045503295,2.626252806900765,0.529854254818994,0.13131064849921426,-0.33732525363542964,-2.211097010060125,False
Haemodynamic instability,3,3,2124,1124,0.5291902071563088,0.10663188045503295,2.626252806900765,0.529854254818994,0.13131064849921426,-0.33732525363542964,-2.211097010060125,False
Hallucination,3,3,2124,1124,0.5291902071563088,0.10663188045503295,2.626252806900765,0.529854254818994,0.13131064849921426,-0.33732525363542964,-2.211097010060125,False
Lethargy,3,3,2124,1124,0.5291902071563088,0.10663188045503295,2.626252806900765,0.529854254818994,0.13131064849921426,-0.33732525363542964,-2.211097010060125,False
Visual impairment,3,3,2124,1124,0.5291902071563088,0.10663188045503295,2.626252806900765,0.529854254818994,0.13131064849921426,-0.33732525363542964,-2.211097010060125,False
Atrioventricular block complete,4,4,2123,1123,0.5289684408855394,0.13204117636415205,2.1190935976002376,0.5298542548189938,0.2943629296559873,-0.34842287715158365,-1.9958181904231143,False
Mental status changes,5,5,2122,1122,0.5287464655984919,0.15274757963625235,1.8302929941584802,0.5298542548189938,0.47607785387355117,-0.3554408118305574,-1.8426099053082736,False
Oxygen saturation decreased,7,7,2120,1120,0.5283018867924528,0.18484266340735175,1.5099483985111462,0.529854254818994,0.8639463574372268,-0.3638175176064561,-1.6342219602907657,False
Urticaria,7,7,2120,1120,0.5283018867924528,0.18484266340735175,1.5099483985111462,0.529854254818994,0.8639463574372268,-0.3638175176064561,-1.6342219602907657,False
Hypertension,12,12,2115,1115,0.5271867612293144,0.23606496595162632,1.1773279448522906,0.529854254818994,1.8841745544381128,-0.37297606314477844,-1.3540013101204824,False
Headache,16,17,2111,1110,0.4948867277844345,0.24908005163481078,0.9832697228450251,0.4986863574767001,3.476877314456371,-0.41966520166114185,-1.2679943124796493,False
Arrhythmia,12,13,2115,1114,0.48619749045280963,0.22110530955906413,1.069119507776738,0.4890962352175328,2.627472111138634,-0.43008619943088133,-1.4045666540980752,False
Phrenic nerve paralysis,9,10,2118,1117,0.47464589235127486,0.19230821415677923,1.171498181259545,0.47686882933709457,1.9931751652607899,-0.44354899973342754,-1.5607289643573408,False
Ventricular tachycardia,7,8,2120,1119,0.46185141509433963,0.16704525943930973,1.2769397368151105,0.4636224729666196,1.5716160753689372,-0.4583617828176731,-1.714686218322716,False
Muscular weakness,19,22,2108,1105,0.45271260997067453,0.24398574124288375,0.8400028058296941,0.45760140188913107,5.814402129044466,-0.48542357910437317,-1.2594383359815453,False
Malaise,5,6,2122,1121,0.4402293433867421,0.134055316423487,1.4456858552815086,0.44154521234916155,1.1510969092264336,-0.4835946429975271,-1.9483315525589384,False
Wrong technique in product usage process,5,6,2122,1121,0.4402293433867421,0.134055316423487,1.4456858552815086,0.44154521234916155,1.1510969092264336,-0.4835946429975271,-1.9483315525589384,False
Tremor,10,12,2117,1115,0.4389072586994174,0.18903614358439416,1.019062164971824,0.44154521234916155,3.043914648707754,-0.5030292955639528,-1.5581410235453945,False
Diaphragmatic paralysis,8,10,2119,1117,0.42170835299669657,0.16596617451630571,1.0715312051114028,0.4238834038551951,2.631882435783139,-0.5291097235319334,-1.6992697349469101,False
Drug ineffective,173,199,1954,928,0.41287296256101386,0.3319316570628546,0.513551749544724,0.4606270657471655,65.05736588385534,-0.48993624492826704,-0.7427985416579974,False
Acute respiratory distress syndrome,3,4,2124,1123,0.3965395480225989,0.08859322436707497,1.7748943473876484,0.3973906911142454,0.7316138235671884,-0.536223245446045,-2.3657052623013106,False
Mydriasis,3,4,2124,1123,0.3965395480225989,0.08859322436707497,1.7748943473876484,0.3973906911142454,0.7316138235671884,-0.536223245446045,-2.3657052623013106,False
Presyncope,3,4,2124,1123,0.3965395480225989,0.08859322436707497,1.7748943473876484,0.3973906911142454,0.7316138235671884,-0.536223245446045,-2.3657052623013106,False
Local anaesthetic systemic toxicity,40,53,2087,1074,0.38838813499561525,0.25594005439985573,0.5893776328175122,0.39989000363697647,20.129007536223355,-0.5977322562898748,-1.1262511240102597,False
Respiratory failure,8,11,2119,1116,0.38302801492985544,0.15362177261165505,0.9550108537803375,0.38534854895926823,3.5924528926356385,-0.6040136719266734,-1.7646643981883314,False
Unresponsive to stimuli,8,11,2119,1116,0.38302801492985544,0.15362177261165505,0.9550108537803375,0.38534854895926823,3.5924528926356385,-0.6040136719266734,-1.7646643981883314,False
Gait disturbance,5,7,2122,1120,0.37700282752120634,0.11938020486664001,1.190575373176479,0.37846732487070994,2.0297351788671216,-0.601287560229577,-2.0469124588827183,False
Therapeutic product effect prolonged,16,23,2111,1104,0.3638086215063951,0.1914112509581906,0.691478230353835,0.3685942642219088,9.270188609672951,-0.6556362848851828,-1.482320661353961,False
Incorrect dose administered,20,29,2107,1098,0.3593931558188632,0.20236500130055696,0.6382696593745738,0.3654167274613751,12.165643425029991,-0.6661112034917026,-1.4063532982674034,False
Clonic convulsion,2,3,2125,1124,0.35262745098039217,0.05883432230697533,2.1134962435045597,0.35323616987932926,0.5222596150733547,-0.5919800587488773,-2.7480141986418127,False
Facial paralysis,2,3,2125,1124,0.35262745098039217,0.05883432230697533,2.1134962435045597,0.35323616987932926,0.5222596150733547,-0.5919800587488773,-2.7480141986418127,False
Neuralgia,2,3,2125,1124,0.35262745098039217,0.05883432230697533,2.1134962435045597,0.35323616987932926,0.5222596150733547,-0.5919800587488773,-2.7480141986418127,False
Skin discolouration,2,3,2125,1124,0.35262745098039217,0.05883432230697533,2.1134962435045597,0.35323616987932926,0.5222596150733547,-0.5919800587488773,-2.7480141986418127,False
Cardiogenic shock,4,6,2123,1121,0.35201758517820697,0.09913066245574563,1.2500307897167087,0.35323616987932926,1.8377195619921245,-0.6449474290255424,-2.2370322310175608,False
Respiratory arrest,8,12,2119,1115,0.35079439987415445,0.14297256001983127,0.8607015987263527,0.35323616987932926,4.647510341138497,-0.6752198446919971,-1.8272216413258215,False
Motor dysfunction,13,21,2114,1106,0.32387259539577423,0.16155441329100598,0.6492763392322286,0.3280050148879486,9.992900049088727,-0.7512789404363261,-1.6570556134165346,False
Drug hypersensitivity,6,10,2121,1117,0.315983026874116,0.1145439322423137,0.8716766686628948,0.3179125528913963,4.347388738497261,-0.7535403711757495,-2.0616317891703324,False
Hypotension,47,76,2080,1051,0.3124810222672065,0.21558361682467467,0.4529304717833387,0.32767302600648307,40.39801151723486,-0.7682089009966078,-1.2472334176075095,False
Dysphonia,5,9,2122,1118,0.29270080636715884,0.09785808123610182,0.875489902987984,0.29436347489944104,4.224342169051503,-0.8112764945776774,-2.226056326550974,False
Somnolence,6,11,2121,1116,0.28700012858428703,0.10585898062174891,0.7781018986165679,0.2890114117194512,5.55622934617055,-0.8371259297108355,-2.1345896557292092,False
Loss of consciousness,11,21,2116,1106,0.27378701953371143,0.13152998029611548,0.5699030129586863,0.27754270490518723,12.362696016790656,-0.8971242441469645,-1.8654728194930439,False
Acquired syringomyelia,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Acute generalised exanthematous pustulosis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Adverse drug reaction,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Amaurosis fugax,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Anaesthesia,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Anaesthetic complication pulmonary,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Anaesthetic complication vascular,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Anal sphincter atony,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Analgesic drug level above therapeutic,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Anaphylactoid reaction,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Anisocoria,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Anuria,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Application site paraesthesia,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Arachnoid cyst,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Aspiration,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Autonomic neuropathy,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Axillary pain,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Bacterial infection,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Belligerence,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Bladder dilatation,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Blindness transient,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Blindness unilateral,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Blood calcium decreased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Blood gases abnormal,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Blood glucose increased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Blood phosphorus decreased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Blood potassium decreased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Blood pressure systolic decreased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Brachial plexus injury,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Burns second degree,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
CSF pressure decreased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
CSF protein increased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Cardiac flutter,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Cardiac output decreased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Cardiovascular disorder,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Central sleep apnoea syndrome,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Cerebellar haemorrhage,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Cholestasis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Circumstance or information capable of leading to device use error,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Cognitive disorder,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Coma scale abnormal,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Complication of pregnancy,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Congenital choroid plexus cyst,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Convulsions local,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Coronary artery stenosis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Culture wound positive,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Cyanosis neonatal,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Cyst,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Deafness bilateral,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Deafness neurosensory,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Decreased eye contact,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Defect conduction intraventricular,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Dermatitis exfoliative,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Desmoid tumour,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Device delivery system issue,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Device failure,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Device implantation error,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Device issue,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Device leakage,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Device malfunction,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Device monitoring procedure not performed,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Device programming error,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Device use confusion,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Disability,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Disease recurrence,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Drug administered in wrong device,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Drug dispensed to wrong patient,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Drug effect increased,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Drug effect variable,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Drug reaction with eosinophilia and systemic symptoms,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Dyspnoea exertional,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Ear discomfort,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Ear pain,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Ear swelling,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Eczema,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Electrocardiogram P wave abnormal,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Encephalitis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Enlarged uvula,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Enophthalmos,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Eosinophilia,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Epidural fibrosis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Epistaxis,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Erectile dysfunction,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Erythema multiforme,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Extradural haematoma,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Eyelid oedema,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Fear of death,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Foetal death,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Foetal distress syndrome,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Foetal exposure during delivery,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
Foetal heart rate abnormal,0,1,2127,1126,0.2646920545369064,0.008872699553095453,7.896343532845749,0.2648648648648649,0.0011128497393922757,-0.5661481908674693,-4.028816205233182,False
